,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
93,93,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::c,33:33:00:00:00:0c,33:33:00,0,58,6,0,0,275703,275703,0,1,86,275703,275703,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
94,94,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff00:7a6,33:33:ff:00:07:a6,33:33:ff,0,58,6,0,0,777204,777204,0,1,86,777204,777204,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
95,95,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,59558,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,16533,16631,98,2,130,16533,16631,98,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
96,96,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,63848,224.0.0.253,01:00:5e:00:00:fd,01:00:5e,3544,17,4,0,0,16611,16611,0,1,82,16611,16611,0,1,82,0,0,0,0,0,82,82.0,0.0,82,82,82.0,0.0,82,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
97,97,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,59751,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,16624,17560,936,2,288,16624,16624,0,1,97,17560,17560,0,1,191,97,144.0,66.46803743153546,191,97,97.0,0.0,97,191,191.0,0.0,191,936,936.0,0.0,936,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Microsoft,Network,0,6,wer.microsoft.com,,,,
98,98,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,0,2,4,0,0,804704,804704,0,1,46,804704,804704,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
99,99,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,277700,277700,0,1,86,277700,277700,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
100,100,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,138,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,16791,152827,136036,15,3468,16791,152827,136036,15,3468,0,0,0,0,0,218,231.2,13.26219115703414,248,218,231.2,13.26219115703414,248,0,0.0,0.0,0,0,9716.857142857143,19433.89880063716,60007,0,9716.857142857143,19433.89880063716,60007,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NetBIOS.SMBv1,System,0,6,win24,,,,
101,101,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,296005,296005,0,1,60,296005,296005,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
102,102,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,52853,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,16833,16931,98,2,130,16833,16931,98,2,130,0,0,0,0,0,65,65.0,0.0,65,65,65.0,0.0,65,0,0.0,0.0,0,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,win24,,,,
103,103,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,0,2,4,0,0,300709,300709,0,1,46,300709,300709,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
104,104,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff9b:5a83,33:33:ff:9b:5a:83,33:33:ff,0,58,6,0,0,144204,144204,0,1,86,144204,144204,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
105,105,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.253,01:00:5e:00:00:fd,01:00:5e,0,2,4,0,0,296202,296202,0,1,46,296202,296202,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
106,106,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff98:fae8,33:33:ff:98:fa:e8,33:33:ff,0,58,6,0,0,146702,146702,0,1,86,146702,146702,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
107,107,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff67:c2c1,33:33:ff:67:c2:c1,33:33:ff,0,58,6,0,0,152706,271207,118501,2,172,152706,271207,118501,2,172,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,118501,118501.0,0.0,118501,118501,118501.0,0.0,118501,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
108,108,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff98:fae8,33:33:ff:98:fa:e8,33:33:ff,0,58,6,0,0,274696,274696,0,1,86,274696,274696,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
109,109,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff9b:5a83,33:33:ff:9b:5a:83,33:33:ff,0,58,6,0,0,275202,275202,0,1,86,275202,275202,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
110,110,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,138,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,283864,283864,0,1,248,283864,283864,0,1,248,0,0,0,0,0,248,248.0,0.0,248,248,248.0,0.0,248,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NetBIOS.SMBv1,System,0,6,win24,,,,
111,111,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:3,33:33:00:01:00:03,33:33:00,0,58,6,0,0,278707,398199,119492,2,172,278707,398199,119492,2,172,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,119492,119492.0,0.0,119492,119492,119492.0,0.0,119492,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
112,112,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff98:fae8,33:33:ff:98:fa:e8,33:33:ff,0,58,6,0,0,395199,395199,0,1,86,395199,395199,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
113,113,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,394820,394820,0,1,86,394820,394820,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
114,114,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff9b:5a83,33:33:ff:9b:5a:83,33:33:ff,0,58,6,0,0,401704,401704,0,1,86,401704,401704,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
115,115,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff67:c2c1,33:33:ff:67:c2:c1,33:33:ff,0,58,6,0,0,403206,403206,0,1,86,403206,403206,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
116,116,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,400698,400698,0,1,86,400698,400698,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
117,117,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::c,33:33:00:00:00:0c,33:33:00,0,58,6,0,0,399201,399201,0,1,86,399201,399201,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
118,118,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,50806,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,414086,414186,100,2,134,414086,414186,100,2,134,0,0,0,0,0,67,67.0,0.0,67,67,67.0,0.0,67,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,vboxsrv,,,,
119,119,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff87:1f07,33:33:ff:87:1f:07,33:33:ff,0,58,6,0,0,278201,397202,119001,2,172,278201,397202,119001,2,172,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,119001,119001.0,0.0,119001,119001,119001.0,0.0,119001,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
120,120,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,416500,416500,0,1,86,416500,416500,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
121,121,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49432,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,416691,416791,100,2,128,416691,416791,100,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
122,122,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,421444,421444,0,1,60,421444,421444,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
123,123,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,56263,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,435101,435202,101,2,128,435101,435202,101,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,101,101.0,0.0,101,101,101.0,0.0,101,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
124,124,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,0,2,4,0,0,426199,426199,0,1,46,426199,426199,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
125,125,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,0,224.0.0.253,01:00:5e:00:00:fd,01:00:5e,0,2,4,0,0,427201,427201,0,1,46,427201,427201,0,1,46,0,0,0,0,0,46,46.0,0.0,46,46,46.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
126,126,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,49640,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,438135,438236,101,2,168,438135,438236,101,2,168,0,0,0,0,0,84,84.0,0.0,84,84,84.0,0.0,84,0,0.0,0.0,0,101,101.0,0.0,101,101,101.0,0.0,101,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
127,127,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,64501,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,438135,438236,101,2,128,438135,438236,101,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,101,101.0,0.0,101,101,101.0,0.0,101,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
128,128,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,60194,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,441042,441142,100,2,168,441042,441142,100,2,168,0,0,0,0,0,84,84.0,0.0,84,84,84.0,0.0,84,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
129,129,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,58909,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,443625,443725,100,2,128,443625,443725,100,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
130,130,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff00:1,33:33:ff:00:00:01,33:33:ff,0,58,6,0,0,411493,411493,0,1,86,411493,411493,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
131,131,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,50600,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,446208,446308,100,2,168,446208,446308,100,2,168,0,0,0,0,0,84,84.0,0.0,84,84,84.0,0.0,84,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
132,132,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,137,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,137,17,4,0,0,411805,450593,38788,27,2484,411805,450593,38788,27,2484,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,745,1491.8461538461534,3152.44397497951,16910,745,1491.8461538461534,3152.44397497951,16910,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NetBIOS,System,0,6,wpad,,,,
133,133,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,60079,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,448792,448892,100,2,128,448792,448892,100,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,100,100.0,0.0,100,100,100.0,0.0,100,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
134,134,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,137,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,137,17,4,0,0,774220,860934,86714,8,736,774220,860934,86714,8,736,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,742,12387.714285714284,24456.338930934897,66167,742,12387.714285714284,24456.338930934897,66167,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NetBIOS,System,0,6,wpad,,,,
135,135,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,520259,520259,0,1,86,520259,520259,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
136,136,0,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff00:1,33:33:ff:00:00:01,33:33:ff,0,58,6,0,0,773919,773919,0,1,86,773919,773919,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
137,137,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::c,33:33:00:00:00:0c,33:33:00,0,58,6,0,0,525702,525702,0,1,86,525702,525702,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
138,138,0,192.168.1.135,08:00:27:bd:f2:09,08:00:27,138,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,452827,525081,72254,2,496,452827,525081,72254,2,496,0,0,0,0,0,248,248.0,0.0,248,248,248.0,0.0,248,0,0.0,0.0,0,72254,72254.0,0.0,72254,72254,72254.0,0.0,72254,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NetBIOS.SMBv1,System,0,6,win24,,,,
139,139,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:3,33:33:00:01:00:03,33:33:00,0,58,6,0,0,524701,524701,0,1,86,524701,524701,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
140,140,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,522689,522689,0,1,86,522689,522689,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
141,141,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,58,6,0,0,778931,783939,5008,3,258,778931,783938,5007,2,172,783939,783939,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,1,2504.0,3539.776546619857,5007,5007,5007.0,0.0,5007,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
142,142,0,fe80::3415:2c17:d667:c2c1,08:00:27:bd:f2:09,08:00:27,0,ff02::1:ff9b:5a83,33:33:ff:9b:5a:83,33:33:ff,0,58,6,0,0,526704,526704,0,1,86,526704,526704,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
